devicekey,devicename,productname,productid,numberofcpu,virtualserialnumber,memorysize,romversion,serialnumber,assettag,osname,ipaddress,iplongvalue,osvendor,snapshotid,deviceowner,location,producttype,devicestatus,deviceboottime,productsubtype,producttypestr,serverrole,ipxaddress
2699,USE11285TE,ProLiant BL490c G7,"",0,,0,"",USE11285TE,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2700,USE11285TC,ProLiant BL490c G7,"",0,,0,"",USE11285TC,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2728,vfred-sandbox-1,"","",0,,0,"","","","",10.113.50.74,175190602,"",,,"",11,1,,None,Unknown,,
2729,vfred-sandbox-2,"","",0,,0,"","","","",10.113.50.75,175190603,"",,,"",11,1,,None,Unknown,,
2730,10.113.51.223,"","",0,,0,"","","","",10.113.51.223,175191007,"",,,"",11,5,,None,Unknown,,
2731,10.113.51.220,"","",0,,0,"","","","",10.113.51.220,175191004,"",,,"",11,5,,None,Unknown,,
2732,10.113.51.226,"","",0,,0,"","","","",10.113.51.226,175191010,"",,,"",11,5,,None,Unknown,,
2733,10.113.51.230,"","",0,,0,"","","","",10.113.51.230,175191014,"",,,"",11,5,,None,Unknown,,
2734,10.113.51.231,"","",0,,0,"","","","",10.113.51.231,175191015,"",,,"",11,5,,None,Unknown,,
2735,10.113.51.233,"","",0,,0,"","","","",10.113.51.233,175191017,"",,,"",11,5,,None,Unknown,,
2736,10.113.51.232,"","",0,,0,"","","","",10.113.51.232,175191016,"",,,"",11,5,,None,Unknown,,
2737,10.113.51.236,"","",0,,0,"","","","",10.113.51.236,175191020,"",,,"",11,5,,None,Unknown,,
2738,10.113.51.238,"","",0,,0,"","","","",10.113.51.238,175191022,"",,,"",11,5,,None,Unknown,,
2739,10.113.51.234,"","",0,,0,"","","","",10.113.51.234,175191018,"",,,"",11,5,,None,Unknown,,
2749,sc9-stage-vmg2-4,"","",0,,0,"","","","",10.113.50.71,175190599,"",,,"",11,1,,None,Unknown,,
2758,wdc-fab1sw83,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8840604V,"","",10.128.201.58,176212282,"",,,"",8,1,,c-Class,Switch,,
2759,wdc-fab2sw83,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8841606D,"","",10.128.201.59,176212283,"",,,"",8,1,,c-Class,Switch,,
2780,10.128.200.158,"","",0,,0,"","","","",10.128.200.158,176212126,"",,,"",11,1,,None,Unknown,,
2781,10.128.200.160,"","",0,,0,"","","","",10.128.200.160,176212128,"",,,"",11,1,,None,Unknown,,
2782,10.128.200.161,"","",0,,0,"","","","",10.128.200.161,176212129,"",,,"",11,1,,None,Unknown,,
2808,10.113.195.23,"","",0,,0,"","","","",10.113.195.23,175227671,"",-1,"",F06,11,1,,None,Unknown,,
2814,10.113.195.21,"","",0,,0,"","","","",10.113.195.21,175227669,"",-1,"",E13,11,5,,None,Unknown,,
2816,10.113.195.29,"","",0,,0,"","","","",10.113.195.29,175227677,"",-1,"",F11,11,5,,None,Unknown,,
2817,10.113.195.28,"","",0,,0,"","","","",10.113.195.28,175227676,"",-1,"",F08,11,1,,None,Unknown,,
2818,10.113.195.31,"","",0,,0,"","","","",10.113.195.31,175227679,"",-1,"",F12,11,1,,None,Unknown,,
2826,10.113.195.13,"","",0,,0,"","","","",10.113.195.13,175227661,"",-1,"",N09,11,1,,None,Unknown,,
2828,10.113.195.42,"","",0,,0,"","","","",10.113.195.42,175227690,"",-1,"",H04,11,1,,None,Unknown,,
2837,10.113.195.51,"","",0,,0,"","","","",10.113.195.51,175227699,"",-1,"",i12,11,1,,None,Unknown,,
2840,10.113.195.75,"","",0,,0,"","","","",10.113.195.75,175227723,"",-1,"",K10,11,1,,None,Unknown,,
2841,10.113.195.63,"","",0,,0,"","","","",10.113.195.63,175227711,"",-1,"",K04,11,1,,None,Unknown,,
2845,10.113.195.79,"","",0,,0,"","","","",10.113.195.79,175227727,"",-1,"",K12,11,1,,None,Unknown,,
2847,10.113.195.77,"","",0,,0,"","","","",10.113.195.77,175227725,"",-1,"",K11,11,1,,None,Unknown,,
2856,WUC0C9V0Z0DW,ProLiant BL680c G7,"",0,,0,"",WUC0C9V0Z0DW,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2863,at-vmg1-7,"","",0,,0,"","","","",10.16.25.71,168827207,"",,,"",0,1,,None,Unmanaged,,
2865,10.113.195.22,"","",0,,0,"","","","",10.113.195.22,175227670,"",-1,"",E13,11,5,,None,Unknown,,
2870,10.113.195.26,"","",0,,0,"","","","",10.113.195.26,175227674,"",-1,"",F07,11,1,,None,Unknown,,
2874,10.113.195.34,"","",0,,0,"","","","",10.113.195.34,175227682,"",-1,"",F13,11,1,,None,Unknown,,
2875,10.113.195.32,"","",0,,0,"","","","",10.113.195.32,175227680,"",-1,"",F12,11,1,,None,Unknown,,
2883,10.113.195.62,"","",0,,0,"","","","",10.113.195.62,175227710,"",-1,"",K03,11,1,,None,Unknown,,
2885,sc9-pdu-sw02,Cisco Catalyst Blade Switch 3120G for HP,"",0,,0,"",FDO1145X1V1,"","",10.113.195.199,175227847,"",-1,,"",8,1,,c-Class,Switch,,
2886,sc9-pdu-sw03,Cisco Catalyst Blade Switch 3120G for HP,"",0,,0,"",FDO1219Y091,"","",10.113.195.200,175227848,"",-1,,"",8,1,,c-Class,Switch,,
2889,10.113.195.78,"","",0,,0,"","","","",10.113.195.78,175227726,"",-1,"",K11,11,1,,None,Unknown,,
2891,10.113.195.76,"","",0,,0,"","","","",10.113.195.76,175227724,"",-1,"",K10,11,1,,None,Unknown,,
2901,10.128.201.229,"","",0,,0,"","","","",10.128.201.229,176212453,"",,,"",0,5,,None,Unmanaged,,
2904,sc9-bm,"","",0,,0,"","","","",10.113.195.1,175227649,"",-1,Eric Bailey,N01,11,1,,None,Unknown,,
2905,sc9-pdu-sw01,Cisco Catalyst Blade Switch 3120G for HP,"",0,,0,"",CAT1035ZJWD,"","",10.113.195.198,175227846,"",-1,,"",8,1,,c-Class,Switch,,
2959,sc9-vnx5700-5412cs0,"","",0,,0,"","","","",10.113.192.135,175227015,"",,,"",11,1,,None,Unknown,,
2960,sc9-vnx5700-5412a,"","",0,,0,"","","","",10.113.192.136,175227016,"",,,"",11,1,,None,Unknown,,
2961,sc9-vnx5700-5412b,"","",0,,0,"","","","",10.113.192.137,175227017,"",,,"",11,1,,None,Unknown,,
2962,sc9-vnx7500-1875a,"","",0,,0,"","","","",,,"",,,"",11,0,,None,Unknown,,
2963,sc9-vnx7500-1875b,"","",0,,0,"","","","",,,"",,,"",11,0,,None,Unknown,,
2968,sc9-vplex-0194-ms,"","",0,,0,"","","","",10.113.192.140,175227020,"",,,"",11,1,,None,Unknown,,
2980,sc9-vnx7500-1704a,"","",0,,0,"","","","",10.113.192.138,175227018,"",,,"",11,1,,None,Unknown,,
2990,10.128.201.10,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWC1,"",Embedded,10.128.201.10,176212234,HP,,,"",12,1,,ILO3,MgmtProc,,
2991,USE129CWC1,ProLiant BL460c G7,"",0,,0,"",USE129CWC1,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2992,10.128.201.13,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWC2,"",Embedded,10.128.201.13,176212237,HP,,,"",12,1,,ILO3,MgmtProc,,
2993,USE129CWC2,ProLiant BL460c G7,"",0,,0,"",USE129CWC2,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2994,10.128.201.12,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBS,"",Embedded,10.128.201.12,176212236,HP,,,"",12,1,,ILO3,MgmtProc,,
2995,USE129CWBS,ProLiant BL460c G7,"",0,,0,"",USE129CWBS,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2996,10.128.201.14,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBW,"",Embedded,10.128.201.14,176212238,HP,,,"",12,1,,ILO3,MgmtProc,,
2997,USE129CWBW,ProLiant BL460c G7,"",0,,0,"",USE129CWBW,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2998,10.128.201.8,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWC0,"",Embedded,10.128.201.8,176212232,HP,,,"",12,1,,ILO3,MgmtProc,,
2999,USE129CWC0,ProLiant BL460c G7,"",0,,0,"",USE129CWC0,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3000,10.128.201.9,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBT,"",Embedded,10.128.201.9,176212233,HP,,,"",12,1,,ILO3,MgmtProc,,
3001,USE129CWBT,ProLiant BL460c G7,"",0,,0,"",USE129CWBT,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3002,10.128.201.11,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBX,"",Embedded,10.128.201.11,176212235,HP,,,"",12,1,,ILO3,MgmtProc,,
3003,USE129CWBX,ProLiant BL460c G7,"",0,,0,"",USE129CWBX,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3004,10.128.201.15,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBV,"",Embedded,10.128.201.15,176212239,HP,,,"",12,1,,ILO3,MgmtProc,,
3005,USE129CWBV,ProLiant BL460c G7,"",0,,0,"",USE129CWBV,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3006,10.128.201.17,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBP,"",Embedded,10.128.201.17,176212241,HP,,,"",12,5,,ILO3,MgmtProc,,
3007,USE129CWBP,ProLiant BL460c G7,"",0,,0,"",USE129CWBP,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3008,10.128.201.16,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBR,"",Embedded,10.128.201.16,176212240,HP,,,"",12,1,,ILO3,MgmtProc,,
3009,USE129CWBR,ProLiant BL460c G7,"",0,,0,"",USE129CWBR,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3010,10.128.201.18,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBL,"",Embedded,10.128.201.18,176212242,HP,,,"",12,5,,ILO3,MgmtProc,,
3011,USE129CWBL,ProLiant BL460c G7,"",0,,0,"",USE129CWBL,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3012,10.128.201.19,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CWBM,"",Embedded,10.128.201.19,176212243,HP,,,"",12,5,,ILO3,MgmtProc,,
3013,USE129CWBM,ProLiant BL460c G7,"",0,,0,"",USE129CWBM,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3014,wdc-f15-trn-oa1,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB13BP2453,"",Embedded,10.128.201.7,176212231,HP,,,"",12,1,,OA,MgmtProc,,
3015,wdc-f14-trn,BladeSystem c7000 Enclosure G2,9,0,,0,"",USE129CWAE,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
3016,OB16BP0578,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB16BP0578,"","",,,"",,,"",12,1,,OA,MgmtProc,,
3017,FOC1236T0DG,Cisco Catalyst Blade Switch 3020 for HP,"",0,,0,"",FOC1236T0DG,"","",,,"",,,"",8,1,,c-Class,Switch,,
3018,sc5-fab32sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8731600D,"","",10.22.24.47,169220143,"",,,"",8,5,,c-Class,Switch,,
3019,wdc-f14-bc1,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
3023,reserved-k10-slot3,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE133E6KX,"",Embedded,10.119.1.19,175571219,HP,,,"",12,1,,ILO3,MgmtProc,,
3024,USE133E6KX,ProLiant BL490c G7,"",0,,0,"",USE133E6KX,"","",,,"",,,"",1,9,,HPProLiant,Server,,
3025,reserved-k09-slot11,Integrated Lights-Out 3 (iLO 3),603719-B21,0,,150994944,"05/05/2011, Family I28, Type 03",ILOUSE133E6KY,"",Embedded,10.119.1.11,175571211,HP,,,SC9,12,1,,ILO3,MgmtProc,,
3026,USE133E6KY,ProLiant BL490c G7,"",0,,0,"",USE133E6KY,"","",,,"",,,"",1,9,,HPProLiant,Server,,
3027,sc9-vf-mgmt-01-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE110NFBB,"",Embedded,10.119.1.201,175571401,HP,,,"",12,1,,ILO3,MgmtProc,,
3028,USE110NFBB,ProLiant DL360 G7,"",0,,0,"",USE110NFBB,"","",,,"",,,"",1,9,,HPProLiant,Server,,
3029,10.119.1.250,"","",0,,0,"","","","",10.119.1.250,175571450,"",,,"",0,1,,None,Unmanaged,,
3030,reserved-k10-slot11,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE133E6KT,"",Embedded,10.119.1.27,175571227,HP,,,"",12,1,,ILO3,MgmtProc,,
3031,USE133E6KT,ProLiant BL490c G7,"",0,,0,"",USE133E6KT,"","",,,"",,,"",1,9,,HPProLiant,Server,,
3032,sc9-vf-mgmt-02-ilo,Integrated Lights-Out 3 (iLO 3),579237-B21,0,,100663296,"05/05/2011, Family P68, Type 03",ILOUSE110NFBA,"",Embedded,10.119.1.202,175571402,HP,,,SC9,12,1,,ILO3,MgmtProc,,
3033,USE110NFBA,ProLiant DL360 G7,"",0,,0,"",USE110NFBA,"","",,,"",,,"",1,9,,HPProLiant,Server,,
3034,sc9-vf-mgmt-03-ilo,Integrated Lights-Out 3 (iLO 3),579237-B21,0,,100663296,"01/28/2011, Family P68, Type 03",ILOUSE110NFB9,"",Embedded,10.119.1.203,175571403,HP,,,SC9,12,1,,ILO3,MgmtProc,,
3035,USE110NFB9,ProLiant DL360 G7,"",0,,0,"",USE110NFB9,"","",,,"",,,"",1,9,,HPProLiant,Server,,
3042,WDC-F07-BC1_vc_domain,HP Virtual Connect Domain,"",0,,0,"","","","",,,"",,,"",29,0,,c-Class,VCDomain,,
3043,wdc-f07-bc1-flex10-1,HP VC Flex-10 Enet Module,"",0,,0,"",3C41280076,"","",10.128.202.99,176212579,"",,,"",8,1,,c-Class,Switch,,
3044,wdc-f07-bc1-flex10-2,HP VC Flex-10 Enet Module,"",0,,0,"",3C41280057,"","",10.128.202.100,176212580,"",,,"",8,1,,c-Class,Switch,,
3045,wdc-f07bc1-odd,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8128B035,"","",10.128.202.101,176212581,"",,,"",8,1,,c-Class,Switch,,
3046,wdc-f07bc1-even,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8128B05D,"","",10.128.202.102,176212582,"",,,"",8,1,,c-Class,Switch,,
3048,wdc-lt-vmg1-2-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285TF,"",Embedded,10.128.202.127,176212607,HP,,,"",12,1,,ILO3,MgmtProc,,
3049,USE11285TF,ProLiant BL490c G7,"",0,,0,"",USE11285TF,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3053,wdc-lt-vmg1-4-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE139FTXP,"",Embedded,10.128.202.121,176212601,HP,,,"",12,1,,ILO3,MgmtProc,,
3054,USE139FTXP,ProLiant BL490c G7,"",0,,0,"",USE139FTXP,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3055,wdc-lt-vmg1-3-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE139FTXN,"",Embedded,10.128.202.120,176212600,HP,,,"",12,1,,ILO3,MgmtProc,,
3056,USE139FTXN,ProLiant BL490c G7,"",0,,0,"",USE139FTXN,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3058,wdc-f08-oa1a,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB15BP5280,"",Embedded,10.128.202.97,176212577,HP,,,"",12,1,,OA,MgmtProc,,
3059,WDC-F08-BC1_SGH139PD57,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH139PD57,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
3060,wdc-f08-oa1b,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB13BP8779,"",Embedded,10.128.202.98,176212578,HP,,,"",12,1,,OA,MgmtProc,,
3061,VCD_09SGH139PD57,HP Virtual Connect Domain,"",0,,0,"","","","",,,"",,,"",29,0,,c-Class,VCDomain,,
3062,wdc-lt-vmg1-5-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE139FTXS,"",Embedded,10.128.202.136,176212616,HP,,,"",12,1,,ILO3,MgmtProc,,
3063,wdc-f07-bay16,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE139FTXT,"",Embedded,10.128.202.122,176212602,HP,,,"",12,1,,ILO3,MgmtProc,,
3064,wdc-f08-bay16,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE139FTXV,"",Embedded,10.128.202.138,176212618,HP,,,"",12,1,,ILO3,MgmtProc,,
3065,wdc-lt-vmg1-6-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE139FTXR,"",Embedded,10.128.202.137,176212617,HP,,,"",12,1,,ILO3,MgmtProc,,
3066,ora-lt-fmwsoax-r12-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285TA,"",Embedded,10.128.202.130,176212610,HP,,,"",12,1,,ILO3,MgmtProc,,
3067,USE139FTXS,ProLiant BL490c G7,"",0,,0,"",USE139FTXS,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3068,USE139FTXT,ProLiant BL490c G7,"",0,,0,"",USE139FTXT,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3069,USE139FTXV,ProLiant BL490c G7,"",0,,0,"",USE139FTXV,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3070,USE139FTXR,ProLiant BL490c G7,"",0,,0,"",USE139FTXR,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3071,USE11285TA,ProLiant BL490c G7,"",0,,0,"",USE11285TA,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3077,sc9-k13-oa1b,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB15BP2850,"",Embedded,10.113.50.77,175190605,HP,,,"",12,1,,OA,MgmtProc,,
3078,SC9-K13-BC1,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH138PCV7,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
3079,sc9-k13-oa1a,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB14BP3316,"",Embedded,10.113.50.76,175190604,HP,,,"",12,1,,OA,MgmtProc,,
3080,SC9-K13-BC1_vc_domain,HP Virtual Connect Domain,"",0,,0,"","","","",,,"",,,"",29,0,,c-Class,VCDomain,,
3081,sc9-k13-bc1-flex10-1,HP VC Flex-10 Enet Module,"",0,,0,"",3C412800BF,"","",10.113.50.78,175190606,"",,,"",8,1,,c-Class,Switch,,
3082,sc9-k13-bc1-flex10-2,HP VC Flex-10 Enet Module,"",0,,0,"",3C412800F8,"","",10.113.50.79,175190607,"",,,"",8,1,,c-Class,Switch,,
3083,0.0.3.0,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8130B035,"","",0.0.3.0,768,"",,,"",8,5,,c-Class,Switch,,
3084,SC9-K13,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
3085,sc9-k13bc1-odd,"","",0,,0,"","","","",10.113.50.80,175190608,"",,,"",11,1,,None,Unknown,,
3086,sc9-k13bc1-even,"","",0,,0,"","","","",10.113.50.81,175190609,"",,,"",11,1,,None,Unknown,,
3090,wdc-labmanager1-1-vmotion,"","",0,,0,"","","","",10.128.68.73,176178249,"",,,"",0,1,,None,Unmanaged,,
3091,wdc-labmanager1-2-vmotion,"","",0,,0,"","","","",10.128.68.74,176178250,"",,,"",0,1,,None,Unmanaged,,
3092,wdc-labmaanger1-4-vmotion,"","",0,,0,"","","","",10.128.68.86,176178262,"",,,"",0,1,,None,Unmanaged,,
3093,wdc-labmanager1-3-vmotion,"","",0,,0,"","","","",10.128.68.85,176178261,"",,,"",0,1,,None,Unmanaged,,
3094,wdc-vnx5500-mn,"","",0,,0,"","","","",10.128.68.89,176178265,"",,,"",0,1,,None,Unmanaged,,
3095,wdc-storage-esx01,"","",0,,0,"","","","",10.128.68.87,176178263,"",,,"",11,1,,None,Unknown,,
3096,wdc-storage-esx02,"","",0,,0,"","","","",10.128.68.88,176178264,"",,,"",11,1,,None,Unknown,,
3097,wdc-itlab1-1,"","",0,,0,"","","","",10.128.68.200,176178376,"",,,"",11,1,,None,Unknown,,
3098,wdc-itlab1-4,"","",0,,0,"","","","",10.128.68.203,176178379,"",,,"",11,1,,None,Unknown,,
3110,10.128.203.234,"","",0,,0,"","","","",10.128.203.234,176212970,"",,,"",11,5,,None,Unknown,,
3111,10.128.203.232,"","",0,,0,"","","","",10.128.203.232,176212968,"",,,"",11,5,,None,Unknown,,
3119,10.13.50.86,"","",0,,0,"","","","",10.13.50.86,168637014,"",,,"",12,5,,None,MgmtProc,,
3121,BWB0H9VZN099,ProLiant BL490c G7,"",0,,0,"",BWB0H9VZN099,"","",,,"",,,"",1,0,,HPProLiant,Server,,
3133,Orphan-3133-10.128.203.247,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3134,wdc-f08-bc1-flex10-1,HP VC Flex-10 Enet Module,"",0,,0,"",3C41280057,"","",10.128.202.103,176212583,"",,,"",8,1,,c-Class,Switch,,
3135,wdc-f08-bc1-flex10-2,HP VC Flex-10 Enet Module,"",0,,0,"",3C41280076,"","",10.128.202.104,176212584,"",,,"",8,1,,c-Class,Switch,,
3136,wdc-f08bc1-odd,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8128B035,"","",10.128.202.105,176212585,"",,,"",8,1,,c-Class,Switch,,
3137,wdc-f08bc1-even,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8128B05D,"","",10.128.202.106,176212586,"",,,"",8,1,,c-Class,Switch,,
3168,sc9-prod-vmg1-8,"","",0,,0,"","","","",10.113.58.57,175192633,"",,,"",11,1,,None,Unknown,,
3170,wdc-f07-bay5,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3173,wdc-f07-bay8,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3178,wdc-f08-bay5,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3179,wdc-f08-bay6,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3180,wdc-f08-bay7,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3181,wdc-f08-bay8,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
3188,sc9-prod-vmg1-8-vmotion,"","",0,,0,"","","","",10.113.58.82,175192658,"",,,"",11,1,,None,Unknown,,
3224,10.113.89.242,"","",0,,0,"","","","",10.113.89.242,175200754,"",,,"",0,5,,None,Unmanaged,,
3227,10.113.195.80,"","",0,,0,"","","","",10.113.195.80,175227728,"",-1,"",K12,11,1,,None,Unknown,,
3228,wdc-f07-bay1,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5L,"",Embedded,10.128.202.107,176212587,HP,,,"",12,1,,ILO3,MgmtProc,,
3229,wdc-f07-bay2,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5N,"",Embedded,10.128.202.108,176212588,HP,,,"",12,1,,ILO3,MgmtProc,,
3230,wdc-f07-bay3,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5P,"",Embedded,10.128.202.109,176212589,HP,,,"",12,1,,ILO3,MgmtProc,,
3231,wdc-lt-vmg2-1-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5M,"",Embedded,10.128.202.110,176212590,HP,,,"",12,1,,ILO3,MgmtProc,,
3232,wdc-f07-bay13,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5E,"",Embedded,10.128.202.119,176212599,HP,,,"",12,1,,ILO3,MgmtProc,,
3233,USE146KW5L,ProLiant BL620c G7,"",0,,0,"",USE146KW5L,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3234,USE146KW5N,ProLiant BL620c G7,"",0,,0,"",USE146KW5N,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3235,USE146KW5P,ProLiant BL620c G7,"",0,,0,"",USE146KW5P,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3236,USE146KW5M,ProLiant BL620c G7,"",0,,0,"",USE146KW5M,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3237,USE146KW5E,ProLiant BL490c G7,"",0,,0,"",USE146KW5E,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3238,old-sc9-k05-oa1b,"","",0,,0,"","","","",10.113.50.62,175190590,"",,,"",0,5,,OA,Unmanaged,,
3239,old-sc9-k05-bc1-flex10-2,"","",0,,0,"","","","",10.113.50.58,175190586,"",,,"",0,5,,c-Class,Unmanaged,,
3240,old-sc9-k05-oa1a,"","",0,,0,"","","","",10.113.50.61,175190589,"",,,"",0,5,,OA,Unmanaged,,
3241,old-sc9-k05bc1-even,"","",0,,0,"","","","",10.113.50.64,175190592,"",,,"",0,5,,c-Class,Unmanaged,,
3242,old-sc9-k05bc1-odd,"","",0,,0,"","","","",10.113.50.63,175190591,"",,,"",0,5,,c-Class,Unmanaged,,
3243,old-sc9-k05-bc1-flex10-1,"","",0,,0,"","","","",10.113.50.56,175190584,"",,,"",0,5,,c-Class,Unmanaged,,
3244,wdc-f08-bay1,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5R,"",Embedded,10.128.202.123,176212603,HP,,,"",12,1,,ILO3,MgmtProc,,
3245,wdc-f08-bay2,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5S,"",Embedded,10.128.202.124,176212604,HP,,,"",12,1,,ILO3,MgmtProc,,
3246,wdc-lt-vmg2-2-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE146KW5T,"",Embedded,10.128.202.125,176212605,HP,,,"",12,1,,ILO3,MgmtProc,,
3247,USE146KW5R,ProLiant BL620c G7,"",0,,0,"",USE146KW5R,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3248,USE146KW5S,ProLiant BL620c G7,"",0,,0,"",USE146KW5S,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3249,USE146KW5T,ProLiant BL620c G7,"",0,,0,"",USE146KW5T,"","",,,"",,,"",1,1,,HPProLiant,Server,,
3250,sc9-vnx7500-1704b,"","",0,,0,"","","","",10.113.192.139,175227019,"",,,"",11,1,,None,Unknown,,
3251,wdc-dcx02,"","",0,,0,"","","","",10.128.203.24,176212760,"",,,"",11,1,,None,Unknown,,
3252,wdc-dcx02-cp1,"","",0,,0,"","","","",10.128.203.26,176212762,"",,,"",11,1,,None,Unknown,,
3253,wdc-dcx02-cp0,"","",0,,0,"","","","",10.128.203.25,176212761,"",,,"",11,1,,None,Unknown,,
3256,sc9-vnx7500-0505a,"","",0,,0,"","","","",10.113.192.155,175227035,"",,,"",11,1,,None,Unknown,,
